SalePrice,BedroomAbvGr,BldgType_2fam,BldgType_Twnhs,BsmtExposure,BsmtFinType1,CentralAir_0,Condition1_Pos,Condition1_RR,Condition1_St,ExterCond,ExterQual,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,GarageArea,GarageCond,GarageFinish,GarageQual,GarageType_2Types,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,HeatingQC,HouseStyle_1.5,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual,LandContour_NoLvl,LandSlope_Slp,LotArea,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotFrontage,LotShape_IR,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RM,MiscFeature_1,MoSold,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_0,PoolArea_1,RoofStyle_Flat,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Partial,SaleType_COD,SaleType_Con,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleVremo,Street_0,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YrSold,bathsF,bathsH,porchSF,totSF
129500,3,0,0,2,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,384.0,3,2,3,0,0,0,0,1,0,3,0,1,0,0,0,1,1.0,0,0,105.83005244258362,0,0,0,0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,1965,2008,2.0,0.0,0,4326400.0
345000,4,0,0,2,7,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,736.0,3,4,3,0,0,1,0,0,0,3,0,0,0,0,0,1,3.0,0,0,109.19706955774959,0,0,0,0,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.58257569495584,5,81,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,147,2005,2006,4.0,0.0,0,12243001.0
144000,2,0,0,2,6,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,352.0,3,2,3,0,0,0,0,1,0,2,0,1,0,0,0,1,1.0,0,0,113.87712676389407,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,140,1962,2008,2.0,0.0,176,3326976.0
279500,3,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,840.0,3,3,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,103.20852677952534,0,0,0,0,91.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.744562646538029,5,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,160,2006,2007,2.0,0.0,0,8928144.0
157000,2,0,0,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,352.0,3,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,104.49880382090505,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.594519519326424,5,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,5,0,1960,2008,2.0,1.0,176,6280036.0
132000,2,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,576.0,3,2,3,0,0,0,0,1,0,3,1,0,0,0,0,1,1.0,0,0,78.23042886243178,1,0,0,0,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.583005244258363,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,48,1929,2007,1.0,0.0,0,2842596.0
149000,2,0,0,2,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,480.0,3,4,3,0,0,0,0,0,0,3,0,1,0,0,0,1,1.0,0,0,106.02358228243375,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,1970,2010,2.0,0.0,0,4032064.0
90000,2,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,516.0,3,2,3,0,0,0,1,0,0,2,0,1,0,0,0,2,1.0,0,0,103.87973815908471,0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,6,0,1967,2006,2.0,0.0,0,1679616.0
159000,3,0,0,2,7,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.0,3,2,3,0,0,0,0,1,0,3,0,1,0,0,0,1,2.0,0,0,117.0256382165891,0,0,0,0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.099504938362077,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,2004,2008,2.0,1.0,0,4963984.0
139000,3,0,0,2,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,294.0,3,2,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,86.94826047713663,0,0,0,0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,44,0,6,0,1958,2009,1.0,0.0,0,5607424.0
325300,4,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,853.0,3,3,3,0,0,1,0,0,0,3,0,0,0,0,0,1,2.0,0,0,119.22667486766541,1,0,0,0,101.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.409673645990857,5,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,240,2005,2006,3.0,1.0,0,12489156.0
139400,3,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280.0,3,2,3,0,0,0,0,0,0,3,1,0,0,0,0,1,2.0,1,0,86.3075894692929,0,0,0,0,57.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,6,0,1930,2007,1.0,0.0,205,3045025.0
230000,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,534.0,3,3,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,98.70157040290697,0,0,0,0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.609520212918492,5,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,171,2002,2008,2.0,0.0,0,12759184.0
129900,3,0,1,2,7,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,572.0,3,2,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1.0,0,0,64.99230723708769,0,0,0,0,44.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,6,100,1976,2007,2.0,0.0,0,4410000.0
154000,3,0,0,2,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,270.0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,90.80748867797193,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.486832980505138,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,406,1968,2010,2.0,0.0,0,4494400.0
256300,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,890.0,3,3,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,119.2895636675732,1,0,0,0,110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.483314773547883,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2007,2009,2.0,0.0,0,10023556.0
134800,3,0,0,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,576.0,3,2,3,0,0,0,0,1,0,2,0,1,0,0,0,1,2.0,0,0,84.8528137423857,1,0,0,0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.656854249492381,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,222,1951,2010,1.0,1.0,0,3240000.0
306000,3,0,0,2,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,772.0,3,3,3,0,0,0,0,0,0,3,0,1,0,0,0,1,2.0,0,0,107.1354283138869,0,0,0,0,98.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0710678118654755,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2007,2010,3.0,0.0,0,11614464.0
